ID,ID salarié,Date de début,Type,Distance (m),Date de fin,Commentaire
996,50309,2024-08-09 23:52:56.567345,Course à pied,10740.0,2024-08-10 00:56:24.567345,Quelle énergie !
997,50309,2024-09-05 08:45:57.558015,Escalade,,2024-09-05 10:42:28.558015,Bravo pour cet effort !
998,50309,2024-08-14 19:08:35.847970,Marche,9422.0,2024-08-14 19:40:03.847970,Sortie inspirante !
999,50309,2025-03-11 12:03:06.946088,Escalade,,2025-03-11 13:18:21.946088,Quelle énergie !
1000,50309,2025-05-01 23:50:29.411798,Escalade,,2025-05-02 01:42:04.411798,Encore un défi relevé !
1001,50309,2025-04-25 09:14:32.237796,Marche,4390.0,2025-04-25 10:07:37.237796,Quelle énergie !
1002,50309,2024-09-21 20:28:28.471439,Randonnée,11283.0,2024-09-21 22:04:39.471439,Bravo pour cet effort !
1003,50309,2025-05-09 09:33:59.096611,Vélo,23036.0,2025-05-09 11:28:03.096611,Sortie inspirante !
1004,50309,2025-05-13 16:47:27.636145,Vélo,48198.0,2025-05-13 18:38:14.636145,Bravo pour cet effort !
1005,50309,2024-08-09 03:29:04.732140,Escalade,,2024-08-09 04:31:18.732140,Bravo pour cet effort !
1006,50309,2024-09-26 15:40:00.315127,Course à pied,12757.0,2024-09-26 16:29:48.315127,Encore un défi relevé !
1007,50309,2024-09-29 18:11:46.047229,Vélo,46784.0,2024-09-29 19:41:51.047229,Très belle performance !
1008,50309,2024-07-05 00:49:30.192093,Randonnée,4900.0,2024-07-05 01:26:55.192093,Encore un défi relevé !
1009,50309,2024-09-14 14:11:47.601587,Natation,1277.0,2024-09-14 15:46:48.601587,Très belle performance !
1010,50309,2024-12-18 12:01:28.345915,Escalade,,2024-12-18 13:24:43.345915,Quelle énergie !
1011,50309,2024-09-16 11:36:13.793312,Randonnée,8172.0,2024-09-16 13:07:29.793312,Très belle performance !
1012,50309,2025-01-18 06:46:38.958276,Course à pied,11704.0,2025-01-18 07:29:55.958276,Sortie inspirante !
1013,50309,2025-05-18 11:13:40.499243,Escalade,,2025-05-18 12:20:53.499243,Bravo pour cet effort !
1014,50309,2024-10-01 07:06:10.044748,Escalade,,2024-10-01 08:55:55.044748,Très belle performance !
1015,50309,2024-06-21 12:55:18.678751,Escalade,,2024-06-21 14:45:40.678751,Magnifique sortie !
1016,50309,2025-05-11 05:17:05.385716,Randonnée,3138.0,2025-05-11 07:01:51.385716,Quelle énergie !
1017,50309,2025-03-19 09:10:18.372520,Natation,1219.0,2025-03-19 09:53:38.372520,Magnifique sortie !
1018,50309,2025-01-02 05:11:58.675887,Escalade,,2025-01-02 06:20:38.675887,Quelle énergie !
1019,50309,2025-02-28 22:10:37.327404,Course à pied,13757.0,2025-03-01 00:01:44.327404,Très belle performance !
1020,50309,2024-06-25 05:19:03.466654,Course à pied,12907.0,2024-06-25 06:00:50.466654,Sortie inspirante !
1021,50309,2025-05-05 05:21:36.728399,Vélo,17075.0,2025-05-05 06:06:44.728399,Très belle performance !
1022,50309,2024-06-18 19:56:00.103427,Course à pied,10429.0,2024-06-18 21:53:12.103427,Bravo pour cet effort !
1023,50309,2025-01-19 17:24:44.319018,Randonnée,4022.0,2025-01-19 18:16:50.319018,Bravo pour cet effort !
1024,50309,2024-10-18 16:58:06.197655,Course à pied,7336.0,2024-10-18 18:03:21.197655,Magnifique sortie !
1025,50309,2024-12-27 10:39:57.569571,Marche,2888.0,2024-12-27 12:03:33.569571,Sortie inspirante !
1026,50309,2025-01-01 15:52:55.748564,Natation,1404.0,2025-01-01 16:52:44.748564,Très belle performance !
1027,50309,2024-09-24 19:02:41.961622,Randonnée,4153.0,2024-09-24 19:46:47.961622,Bravo pour cet effort !
1028,50309,2024-10-08 23:20:02.560384,Natation,501.0,2024-10-08 23:52:35.560384,Quelle énergie !
1029,50309,2025-02-13 17:49:18.270372,Escalade,,2025-02-13 19:12:36.270372,Sortie inspirante !
1030,50309,2025-04-17 19:57:05.614429,Course à pied,14593.0,2025-04-17 21:37:27.614429,Très belle performance !
1031,50309,2024-09-19 13:27:04.917160,Course à pied,6700.0,2024-09-19 15:10:48.917160,Encore un défi relevé !
1032,50309,2024-05-31 23:07:41.040734,Course à pied,11770.0,2024-06-01 00:55:07.040734,Encore un défi relevé !
1033,50309,2024-09-25 12:18:23.271284,Course à pied,13601.0,2024-09-25 14:14:42.271284,Quelle énergie !
1034,50309,2024-11-28 01:58:14.005289,Natation,580.0,2024-11-28 03:07:49.005289,Encore un défi relevé !
1035,32690,2024-11-29 16:54:22.678730,Vélo,30565.0,2024-11-29 18:05:10.678730,Bravo pour cet effort !
1036,32690,2024-06-25 14:54:45.239990,Natation,573.0,2024-06-25 15:36:20.239990,Magnifique sortie !
1037,32690,2024-10-10 02:59:54.718033,Course à pied,6907.0,2024-10-10 04:50:51.718033,Très belle performance !
1038,32690,2024-11-14 01:12:56.621704,Randonnée,3268.0,2024-11-14 02:51:09.621704,Quelle énergie !
1039,32690,2025-04-06 16:55:05.926012,Randonnée,6468.0,2025-04-06 17:30:55.926012,Très belle performance !
1040,32690,2024-09-22 07:52:46.496789,Marche,8070.0,2024-09-22 09:25:20.496789,Magnifique sortie !
1041,32690,2024-12-20 03:16:18.209048,Course à pied,5319.0,2024-12-20 03:51:20.209048,Sortie inspirante !
1042,32690,2024-10-22 08:23:11.487894,Course à pied,14490.0,2024-10-22 09:26:19.487894,Très belle performance !
1043,32690,2024-11-19 04:54:09.233853,Course à pied,4594.0,2024-11-19 06:06:06.233853,Quelle énergie !
1044,32690,2024-11-29 05:37:31.341577,Course à pied,11145.0,2024-11-29 06:23:06.341577,Magnifique sortie !
1045,32690,2024-12-07 00:43:17.911564,Natation,1901.0,2024-12-07 01:59:20.911564,Sortie inspirante !
1046,32690,2024-11-29 10:37:31.134346,Marche,6858.0,2024-11-29 11:26:16.134346,Bravo pour cet effort !
1047,32690,2024-12-05 01:25:57.323081,Course à pied,7487.0,2024-12-05 02:12:26.323081,Bravo pour cet effort !
1048,32690,2024-10-13 11:53:53.637527,Marche,2333.0,2024-10-13 12:46:24.637527,Quelle énergie !
1049,32690,2025-05-16 06:49:58.420250,Escalade,,2025-05-16 08:43:35.420250,Quelle énergie !
1050,32690,2024-09-15 22:42:14.633821,Course à pied,5939.0,2024-09-15 23:13:13.633821,Bravo pour cet effort !
1051,32690,2024-11-12 17:19:17.675207,Natation,1810.0,2024-11-12 18:54:16.675207,Bravo pour cet effort !
1052,32690,2024-06-18 04:40:07.733477,Marche,7001.0,2024-06-18 06:11:36.733477,Quelle énergie !
1053,32690,2024-12-28 18:08:35.921263,Marche,9784.0,2024-12-28 19:03:09.921263,Très belle performance !
1054,32690,2025-04-03 17:08:41.395280,Randonnée,12137.0,2025-04-03 18:26:10.395280,Quelle énergie !
1055,32690,2025-03-06 19:10:32.480184,Marche,6157.0,2025-03-06 19:53:35.480184,Encore un défi relevé !
1056,32690,2024-06-06 18:25:20.186291,Escalade,,2024-06-06 19:23:44.186291,Très belle performance !
1057,32690,2025-03-05 05:16:03.055044,Natation,588.0,2025-03-05 06:53:58.055044,Quelle énergie !
1058,32690,2025-03-20 06:02:23.171781,Escalade,,2025-03-20 07:22:06.171781,Sortie inspirante !
1059,32690,2025-04-12 16:03:21.798116,Natation,823.0,2025-04-12 16:39:15.798116,Quelle énergie !
1060,32690,2025-04-09 03:26:20.734411,Natation,1410.0,2025-04-09 05:06:38.734411,Sortie inspirante !
1061,32690,2024-10-09 11:28:16.630357,Marche,9359.0,2024-10-09 12:42:46.630357,Magnifique sortie !
1062,32690,2024-10-03 08:51:49.413101,Course à pied,6731.0,2024-10-03 10:06:20.413101,Magnifique sortie !
1063,32690,2024-12-23 16:49:26.523111,Natation,611.0,2024-12-23 17:49:33.523111,Encore un défi relevé !
1064,32690,2024-09-27 16:20:38.168846,Vélo,34818.0,2024-09-27 17:20:08.168846,Magnifique sortie !
1065,32690,2024-06-18 12:16:21.799047,Natation,1187.0,2024-06-18 13:12:51.799047,Magnifique sortie !
1066,32690,2025-04-11 06:51:30.166434,Course à pied,3977.0,2025-04-11 08:39:08.166434,Encore un défi relevé !
1067,32690,2025-05-28 17:13:20.950979,Natation,821.0,2025-05-28 18:06:42.950979,Très belle performance !
1068,32690,2024-11-19 18:04:25.399615,Marche,2708.0,2024-11-19 18:57:37.399615,Sortie inspirante !
1069,32690,2024-12-10 21:48:19.401456,Natation,529.0,2024-12-10 22:47:52.401456,Très belle performance !
1070,32690,2024-07-16 18:26:17.730385,Natation,955.0,2024-07-16 19:29:57.730385,Sortie inspirante !
1071,32690,2025-04-14 05:01:14.427084,Vélo,32379.0,2025-04-14 06:49:33.427084,Très belle performance !
1072,32690,2024-10-10 18:48:56.694196,Marche,5926.0,2024-10-10 19:23:31.694196,Quelle énergie !
1073,32690,2024-10-04 20:06:58.677837,Natation,525.0,2024-10-04 21:44:35.677837,Très belle performance !
1074,32690,2024-07-28 16:28:55.690860,Escalade,,2024-07-28 17:54:26.690860,Très belle performance !
1075,32690,2024-12-12 19:12:29.765486,Course à pied,10860.0,2024-12-12 19:44:39.765486,Encore un défi relevé !
1076,32690,2025-04-30 11:21:50.367984,Marche,8322.0,2025-04-30 13:11:31.367984,Très belle performance !
1077,32690,2024-12-27 23:18:32.913305,Natation,1797.0,2024-12-28 00:13:47.913305,Quelle énergie !
1078,32690,2024-09-03 17:28:16.441602,Escalade,,2024-09-03 18:07:55.441602,Encore un défi relevé !
1079,32690,2025-03-11 13:28:09.682569,Randonnée,6393.0,2025-03-11 15:21:46.682569,Quelle énergie !
1080,32690,2024-12-06 04:13:58.027602,Marche,4981.0,2024-12-06 05:29:48.027602,Quelle énergie !
1081,32690,2024-10-07 16:43:06.954393,Natation,1250.0,2024-10-07 18:03:00.954393,Magnifique sortie !
1082,32690,2025-03-11 14:16:58.350354,Escalade,,2025-03-11 16:03:15.350354,Magnifique sortie !
1083,32690,2024-10-23 19:19:06.240623,Randonnée,13633.0,2024-10-23 20:21:40.240623,Très belle performance !
1084,32690,2024-08-25 17:33:17.578518,Vélo,28115.0,2024-08-25 18:34:03.578518,Encore un défi relevé !
1085,32690,2024-11-15 08:31:12.228583,Randonnée,8656.0,2024-11-15 09:08:38.228583,Sortie inspirante !
1086,32690,2025-01-02 11:06:40.651347,Marche,8761.0,2025-01-02 11:53:25.651347,Bravo pour cet effort !
1087,32690,2024-07-25 19:24:47.170976,Natation,634.0,2024-07-25 21:19:33.170976,Magnifique sortie !
1088,32690,2025-03-25 02:58:27.132561,Natation,657.0,2025-03-25 03:40:22.132561,Quelle énergie !
1089,32690,2024-12-12 21:03:44.073244,Vélo,14696.0,2024-12-12 22:11:24.073244,Sortie inspirante !
1090,32690,2024-06-02 09:08:20.345162,Escalade,,2024-06-02 09:41:25.345162,Encore un défi relevé !
1091,32690,2024-06-04 03:46:37.530074,Randonnée,3351.0,2024-06-04 05:13:58.530074,Quelle énergie !
1092,17027,2024-09-01 08:01:26.334707,Vélo,27012.0,2024-09-01 09:42:22.334707,Très belle performance !
1093,17027,2025-05-25 07:53:12.157577,Escalade,,2025-05-25 09:07:45.157577,Sortie inspirante !
1094,17027,2025-02-17 01:05:34.472885,Natation,1127.0,2025-02-17 02:38:05.472885,Magnifique sortie !
1095,17027,2024-11-21 03:12:30.331125,Randonnée,7720.0,2024-11-21 04:13:27.331125,Magnifique sortie !
1096,17027,2024-09-21 05:24:01.064560,Randonnée,13135.0,2024-09-21 06:32:50.064560,Très belle performance !
1097,17027,2024-11-06 14:56:21.247674,Marche,7675.0,2024-11-06 16:05:17.247674,Magnifique sortie !
1098,17027,2024-06-04 17:30:07.124106,Vélo,7696.0,2024-06-04 18:32:35.124106,Encore un défi relevé !
1099,17027,2024-06-29 23:30:08.691936,Randonnée,12215.0,2024-06-30 00:50:36.691936,Très belle performance !
1100,17027,2024-09-02 14:01:52.908737,Randonnée,10347.0,2024-09-02 15:18:48.908737,Sortie inspirante !
1101,17027,2024-10-12 16:18:39.376867,Randonnée,11182.0,2024-10-12 17:05:14.376867,Encore un défi relevé !
1102,17027,2024-08-19 11:17:17.357031,Randonnée,11313.0,2024-08-19 12:08:35.357031,Très belle performance !
1103,17027,2024-09-27 16:55:33.771722,Randonnée,13926.0,2024-09-27 18:30:15.771722,Très belle performance !
1104,17027,2024-11-29 08:55:58.419768,Natation,582.0,2024-11-29 10:12:12.419768,Magnifique sortie !
1105,17027,2024-11-28 16:23:12.053499,Escalade,,2024-11-28 18:08:25.053499,Magnifique sortie !
1106,17027,2024-07-03 03:40:05.979885,Natation,1813.0,2024-07-03 04:58:52.979885,Magnifique sortie !
1107,17027,2024-08-02 02:28:54.221454,Marche,2184.0,2024-08-02 04:10:46.221454,Sortie inspirante !
1108,99401,2025-05-10 11:22:28.314617,Escalade,,2025-05-10 12:04:23.314617,Sortie inspirante !
1109,99401,2024-12-09 19:56:06.867436,Marche,5256.0,2024-12-09 21:35:56.867436,Très belle performance !
1110,99401,2024-10-25 12:31:17.734195,Natation,1206.0,2024-10-25 13:51:45.734195,Bravo pour cet effort !
1111,99401,2024-06-05 06:12:33.297069,Randonnée,6533.0,2024-06-05 07:43:23.297069,Très belle performance !
1112,99401,2025-01-26 16:48:29.376216,Natation,1368.0,2025-01-26 18:18:53.376216,Très belle performance !
1113,99401,2025-05-30 13:26:23.196356,Natation,925.0,2025-05-30 14:15:26.196356,Bravo pour cet effort !
1114,99401,2024-06-29 16:01:05.562712,Natation,1269.0,2024-06-29 17:42:48.562712,Quelle énergie !
1115,99401,2025-03-10 16:07:37.127367,Course à pied,13466.0,2025-03-10 17:33:31.127367,Encore un défi relevé !
1116,99401,2024-09-06 08:09:32.167583,Escalade,,2024-09-06 09:57:04.167583,Bravo pour cet effort !
1117,99401,2024-08-30 01:36:21.343657,Marche,4489.0,2024-08-30 03:13:19.343657,Sortie inspirante !
1118,99401,2024-08-10 05:50:59.370186,Escalade,,2024-08-10 07:24:15.370186,Bravo pour cet effort !
1119,99401,2024-06-13 07:52:11.616936,Escalade,,2024-06-13 09:49:05.616936,Encore un défi relevé !
1120,99401,2025-04-30 00:48:42.673360,Vélo,47256.0,2025-04-30 02:25:51.673360,Bravo pour cet effort !
1121,99401,2025-03-28 23:44:01.220933,Natation,1658.0,2025-03-29 00:23:07.220933,Encore un défi relevé !
1122,99401,2024-10-30 23:23:10.162601,Randonnée,14374.0,2024-10-31 01:18:54.162601,Bravo pour cet effort !
1123,99401,2025-05-18 02:58:38.986353,Marche,6764.0,2025-05-18 04:47:10.986353,Magnifique sortie !
1124,99401,2025-04-05 05:30:19.722191,Randonnée,8855.0,2025-04-05 07:03:15.722191,Bravo pour cet effort !
1125,99401,2024-08-12 03:24:11.522960,Randonnée,3798.0,2024-08-12 04:51:27.522960,Sortie inspirante !
1126,99401,2025-04-29 15:11:35.958204,Escalade,,2025-04-29 15:52:04.958204,Sortie inspirante !
1127,99401,2024-08-29 12:39:45.992105,Vélo,25723.0,2024-08-29 14:23:59.992105,Bravo pour cet effort !
1128,99401,2024-08-04 22:00:44.499806,Escalade,,2024-08-04 23:20:13.499806,Quelle énergie !
1129,99401,2025-05-12 08:35:23.902052,Vélo,29445.0,2025-05-12 10:16:07.902052,Magnifique sortie !
1130,99401,2025-02-10 22:19:03.905646,Course à pied,5532.0,2025-02-10 23:18:47.905646,Sortie inspirante !
1131,99401,2025-03-10 17:55:25.043359,Marche,8195.0,2025-03-10 19:37:11.043359,Encore un défi relevé !
1132,99401,2025-01-09 01:49:55.728465,Natation,1213.0,2025-01-09 02:30:20.728465,Bravo pour cet effort !
1133,99401,2025-03-16 12:35:06.988833,Escalade,,2025-03-16 13:54:36.988833,Magnifique sortie !
1134,99401,2024-06-16 06:09:46.876101,Escalade,,2024-06-16 07:21:21.876101,Magnifique sortie !
1135,99401,2024-07-15 10:45:40.553882,Escalade,,2024-07-15 11:46:36.553882,Encore un défi relevé !
1136,99401,2024-08-31 07:52:15.926392,Escalade,,2024-08-31 08:37:30.926392,Quelle énergie !
1137,99401,2024-07-13 08:42:30.856653,Vélo,48239.0,2024-07-13 09:27:13.856653,Encore un défi relevé !
1138,99401,2025-05-30 06:06:29.319757,Course à pied,3709.0,2025-05-30 07:11:01.319757,Quelle énergie !
1139,99401,2024-07-05 20:09:25.050375,Course à pied,6365.0,2024-07-05 22:01:34.050375,Bravo pour cet effort !
1140,99401,2025-02-19 07:27:09.497889,Course à pied,5384.0,2025-02-19 08:09:32.497889,Magnifique sortie !
1141,99401,2024-07-12 21:23:17.823989,Marche,2559.0,2024-07-12 23:16:58.823989,Sortie inspirante !
1142,99401,2024-07-01 03:02:13.271028,Course à pied,6555.0,2024-07-01 04:44:25.271028,Quelle énergie !
1143,99401,2025-04-17 18:10:02.904131,Escalade,,2025-04-17 18:53:30.904131,Très belle performance !
1144,99401,2025-05-22 04:09:28.730573,Marche,3481.0,2025-05-22 05:04:44.730573,Encore un défi relevé !
1145,99401,2025-05-14 19:02:49.649601,Natation,1143.0,2025-05-14 20:02:04.649601,Quelle énergie !
1146,99401,2024-07-08 21:27:23.781585,Natation,1239.0,2024-07-08 22:12:26.781585,Très belle performance !
1147,99401,2024-07-29 09:07:03.225603,Randonnée,4347.0,2024-07-29 10:53:07.225603,Quelle énergie !
1148,99401,2025-02-01 21:08:51.799712,Natation,1409.0,2025-02-01 22:17:34.799712,Magnifique sortie !
1149,99401,2024-07-16 20:56:01.305333,Marche,9018.0,2024-07-16 22:21:37.305333,Encore un défi relevé !
1150,99401,2025-05-05 06:24:44.678138,Escalade,,2025-05-05 07:44:54.678138,Quelle énergie !
1151,86847,2025-03-30 13:07:45.851881,Natation,793.0,2025-03-30 14:49:06.851881,Encore un défi relevé !
1152,86847,2025-02-21 13:31:32.995040,Natation,907.0,2025-02-21 15:22:09.995040,Bravo pour cet effort !
1153,86847,2024-06-20 11:00:50.287038,Vélo,13045.0,2024-06-20 12:52:03.287038,Très belle performance !
1154,86847,2025-02-04 14:36:35.716066,Natation,1818.0,2025-02-04 15:44:36.716066,Encore un défi relevé !
1155,86847,2024-10-13 11:22:30.125156,Randonnée,9626.0,2024-10-13 12:57:27.125156,Bravo pour cet effort !
1156,86847,2025-04-08 10:53:50.885766,Vélo,13007.0,2025-04-08 12:25:54.885766,Magnifique sortie !
1157,86847,2024-11-01 19:17:38.464736,Escalade,,2024-11-01 20:06:00.464736,Encore un défi relevé !
1158,86847,2024-11-15 09:35:32.649970,Escalade,,2024-11-15 10:09:11.649970,Magnifique sortie !
1159,86847,2024-06-09 02:23:04.682679,Randonnée,4253.0,2024-06-09 04:17:59.682679,Encore un défi relevé !
1160,86847,2024-12-10 17:37:26.417607,Natation,1533.0,2024-12-10 18:35:00.417607,Bravo pour cet effort !
1161,86847,2024-12-21 13:36:35.472964,Marche,9803.0,2024-12-21 14:53:29.472964,Encore un défi relevé !
1162,86847,2024-12-06 10:20:11.578575,Course à pied,10374.0,2024-12-06 11:42:33.578575,Quelle énergie !
1163,86847,2025-04-11 00:24:53.936194,Course à pied,12120.0,2025-04-11 01:19:01.936194,Magnifique sortie !
1164,86847,2024-09-13 06:53:57.014437,Natation,1498.0,2024-09-13 08:22:45.014437,Quelle énergie !
1165,86847,2025-05-09 13:56:52.215383,Marche,6418.0,2025-05-09 15:33:50.215383,Encore un défi relevé !
1166,86847,2024-07-31 10:12:25.399274,Natation,1039.0,2024-07-31 11:59:10.399274,Encore un défi relevé !
1167,86847,2024-07-01 16:56:04.378237,Marche,8278.0,2024-07-01 18:17:38.378237,Bravo pour cet effort !
1168,86847,2024-06-25 23:25:42.844113,Course à pied,12674.0,2024-06-25 23:59:32.844113,Bravo pour cet effort !
1169,86847,2024-07-02 18:26:07.900280,Escalade,,2024-07-02 20:15:50.900280,Encore un défi relevé !
1170,86847,2024-09-17 07:26:36.450885,Randonnée,3924.0,2024-09-17 08:45:23.450885,Magnifique sortie !
1171,86847,2024-08-25 07:15:47.936902,Vélo,43832.0,2024-08-25 09:14:16.936902,Quelle énergie !
1172,86847,2024-07-27 20:59:28.382145,Randonnée,3322.0,2024-07-27 21:45:05.382145,Quelle énergie !
1173,86847,2024-08-27 20:03:25.610277,Natation,1362.0,2024-08-27 22:03:13.610277,Bravo pour cet effort !
1174,86847,2025-05-08 05:55:26.239099,Course à pied,12633.0,2025-05-08 07:29:33.239099,Encore un défi relevé !
1175,86847,2024-06-22 00:03:33.311634,Randonnée,4639.0,2024-06-22 01:51:43.311634,Magnifique sortie !
1176,86847,2024-12-07 21:39:20.743764,Randonnée,8563.0,2024-12-07 23:17:09.743764,Bravo pour cet effort !
1177,86847,2025-05-06 08:22:48.630150,Randonnée,13411.0,2025-05-06 09:52:19.630150,Sortie inspirante !
1178,86847,2024-10-25 10:24:49.707074,Vélo,8115.0,2024-10-25 11:34:03.707074,Magnifique sortie !
1179,86847,2024-12-02 04:14:06.281843,Marche,6848.0,2024-12-02 04:56:39.281843,Bravo pour cet effort !
1180,86847,2024-08-18 11:36:48.053266,Course à pied,11700.0,2024-08-18 13:24:08.053266,Quelle énergie !
1181,86847,2024-08-04 16:40:46.201849,Escalade,,2024-08-04 17:51:58.201849,Bravo pour cet effort !
1182,86847,2024-06-18 07:16:41.015467,Vélo,21466.0,2024-06-18 08:43:15.015467,Très belle performance !
1183,86847,2025-03-19 12:04:47.037946,Marche,6228.0,2025-03-19 12:59:26.037946,Sortie inspirante !
1184,86847,2025-05-31 09:44:11.597281,Natation,1806.0,2025-05-31 10:43:15.597281,Sortie inspirante !
1185,86847,2024-09-08 00:18:10.450690,Marche,6278.0,2024-09-08 01:47:23.450690,Bravo pour cet effort !
1186,86847,2024-07-25 01:51:33.330386,Natation,1114.0,2024-07-25 02:41:43.330386,Encore un défi relevé !
1187,86847,2025-01-26 15:45:09.135348,Natation,1344.0,2025-01-26 16:58:39.135348,Bravo pour cet effort !
1188,86847,2024-12-02 19:04:40.610693,Randonnée,14253.0,2024-12-02 21:02:52.610693,Encore un défi relevé !
1189,86847,2024-10-28 10:00:03.182711,Vélo,17577.0,2024-10-28 10:45:33.182711,Encore un défi relevé !
1190,86847,2025-05-05 02:51:15.322891,Natation,575.0,2025-05-05 04:37:41.322891,Magnifique sortie !
1191,53673,2024-11-07 21:42:02.898521,Randonnée,7551.0,2024-11-07 22:30:39.898521,Magnifique sortie !
1192,53673,2024-11-17 19:40:58.925661,Escalade,,2024-11-17 20:16:43.925661,Bravo pour cet effort !
1193,53673,2024-06-16 15:48:02.432420,Marche,7502.0,2024-06-16 16:58:43.432420,Quelle énergie !
1194,53673,2025-03-04 01:06:26.347819,Natation,1524.0,2025-03-04 01:55:37.347819,Quelle énergie !
1195,53673,2024-11-21 11:47:16.187267,Marche,9246.0,2024-11-21 13:36:30.187267,Magnifique sortie !
1196,53673,2024-06-06 21:29:58.815297,Marche,8039.0,2024-06-06 22:16:39.815297,Très belle performance !
1197,53673,2025-01-17 06:36:03.956653,Escalade,,2025-01-17 07:38:15.956653,Magnifique sortie !
1198,53673,2025-03-07 00:25:32.758160,Randonnée,12658.0,2025-03-07 01:55:32.758160,Sortie inspirante !
1199,53673,2024-07-05 12:46:56.274851,Randonnée,9943.0,2024-07-05 13:32:21.274851,Magnifique sortie !
1200,53673,2024-11-03 01:08:53.570221,Randonnée,14725.0,2024-11-03 01:58:40.570221,Quelle énergie !
1201,53673,2025-01-06 16:35:11.283302,Escalade,,2025-01-06 18:27:53.283302,Magnifique sortie !
1202,53673,2025-02-23 15:57:10.955370,Randonnée,13468.0,2025-02-23 17:42:37.955370,Bravo pour cet effort !
1203,53673,2024-08-31 15:08:35.169731,Escalade,,2024-08-31 15:55:14.169731,Encore un défi relevé !
1204,53673,2024-12-04 00:08:59.419585,Randonnée,7872.0,2024-12-04 01:20:03.419585,Encore un défi relevé !
1205,53673,2025-01-18 05:09:20.352614,Escalade,,2025-01-18 06:22:38.352614,Encore un défi relevé !
1206,53673,2024-08-17 10:12:49.738430,Natation,828.0,2024-08-17 11:39:11.738430,Très belle performance !
1207,53673,2024-12-24 15:20:10.536770,Randonnée,9895.0,2024-12-24 16:59:17.536770,Sortie inspirante !
1208,53673,2025-01-11 02:30:40.700711,Escalade,,2025-01-11 03:45:16.700711,Magnifique sortie !
1209,53673,2025-01-09 07:04:38.308752,Escalade,,2025-01-09 08:35:10.308752,Très belle performance !
1210,53673,2024-06-02 10:34:31.355745,Randonnée,4815.0,2024-06-02 11:47:21.355745,Sortie inspirante !
1211,53673,2025-01-13 07:38:44.437873,Escalade,,2025-01-13 09:37:22.437873,Encore un défi relevé !
1212,53673,2024-12-15 01:22:09.744974,Natation,1170.0,2024-12-15 02:10:22.744974,Bravo pour cet effort !
1213,53673,2025-04-05 09:40:33.612827,Vélo,29091.0,2025-04-05 10:22:04.612827,Sortie inspirante !
1214,53673,2024-10-24 10:55:49.812767,Vélo,41603.0,2024-10-24 11:28:38.812767,Magnifique sortie !
1215,53673,2024-08-05 14:53:14.176755,Course à pied,6248.0,2024-08-05 16:26:22.176755,Quelle énergie !
1216,18918,2025-03-28 04:38:16.521447,Marche,2729.0,2025-03-28 06:06:49.521447,Magnifique sortie !
1217,18918,2024-06-16 10:51:27.438278,Marche,8335.0,2024-06-16 11:37:28.438278,Très belle performance !
1218,18918,2024-07-09 11:52:11.170578,Natation,1045.0,2024-07-09 12:38:21.170578,Bravo pour cet effort !
1219,18918,2024-07-05 00:35:57.594613,Escalade,,2024-07-05 02:13:25.594613,Sortie inspirante !
1220,18918,2024-06-18 14:05:57.298679,Vélo,49380.0,2024-06-18 15:14:35.298679,Encore un défi relevé !
1221,18918,2024-10-27 04:34:47.121754,Vélo,22157.0,2024-10-27 05:08:42.121754,Magnifique sortie !
1222,18918,2025-03-24 02:39:34.609720,Randonnée,10506.0,2025-03-24 04:29:09.609720,Encore un défi relevé !
1223,18918,2024-11-13 17:23:06.927605,Vélo,31054.0,2024-11-13 18:37:14.927605,Encore un défi relevé !
1224,18918,2025-04-22 15:26:12.657667,Escalade,,2025-04-22 16:53:59.657667,Quelle énergie !
1225,18918,2024-06-19 20:58:45.621754,Course à pied,6847.0,2024-06-19 22:14:11.621754,Sortie inspirante !
1226,18918,2024-11-15 00:22:14.425936,Escalade,,2024-11-15 00:58:26.425936,Bravo pour cet effort !
1227,18918,2024-06-04 02:34:42.758839,Natation,867.0,2024-06-04 03:55:20.758839,Bravo pour cet effort !
1228,18918,2024-09-03 10:13:48.366175,Vélo,27228.0,2024-09-03 11:52:34.366175,Bravo pour cet effort !
1229,18918,2024-11-07 18:28:33.210652,Escalade,,2024-11-07 20:10:58.210652,Quelle énergie !
1230,18918,2025-05-05 14:23:26.012814,Vélo,28631.0,2025-05-05 16:01:35.012814,Sortie inspirante !
1231,18918,2025-02-01 23:51:41.975829,Randonnée,5703.0,2025-02-02 01:32:16.975829,Magnifique sortie !
1232,18918,2025-03-08 11:47:43.066567,Marche,3547.0,2025-03-08 13:47:28.066567,Quelle énergie !
1233,18918,2025-04-21 04:23:00.695887,Vélo,35818.0,2025-04-21 05:18:00.695887,Encore un défi relevé !
1234,18918,2025-01-10 17:25:32.383179,Natation,1952.0,2025-01-10 18:11:22.383179,Sortie inspirante !
1235,18918,2025-01-26 20:19:47.854116,Natation,803.0,2025-01-26 21:52:16.854116,Quelle énergie !
1236,18918,2024-06-23 06:03:57.231837,Randonnée,5959.0,2024-06-23 06:46:43.231837,Très belle performance !
1237,18918,2024-09-11 05:17:42.264771,Marche,3739.0,2024-09-11 06:24:56.264771,Quelle énergie !
1238,18918,2025-04-21 08:37:05.860277,Marche,4016.0,2025-04-21 10:25:00.860277,Très belle performance !
1239,18918,2024-07-08 11:21:46.880592,Course à pied,3425.0,2024-07-08 12:36:38.880592,Encore un défi relevé !
